编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,,化合物分类,SMILES,InChI,InChIKey,药材种类
YJ-259,/,(3S)-1-(4-methoxyphenyl)-7-phenyl-(6E)-6-hepten-3-ol,/,296.1776,C20H24O2,,,其他,O[C@H](CCC1=CC=C(C=C1)OC)CC/C=C/C2=CC=CC=C2,"InChI=1S/C20H24O2/c1-22-20-15-12-18(13-16-20)11-14-19(21)10-6-5-9-17-7-3-2-4-8-17/h2-5,7-9,12-13,15-16,19,21H,6,10-11,14H2,1H3/b9-5+/t19-/m0/s1",RHRKZIFEVKRELT-SQUITACLSA-N,郁金
YJ-260,/,"(3S)-3-acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)-(6E)-6-heptene",/,356.1624,C21H24O5,,,其他,OC1=C(O)C=C(CC[C@H](CC/C=C/C2=CC=C(O)C=C2)OC(C)=O)C=C1,"InChI=1S/C21H24O5/c1-15(22)26-19(12-8-17-9-13-20(24)21(25)14-17)5-3-2-4-16-6-10-18(23)11-7-16/h2,4,6-7,9-11,13-14,19,23-25H,3,5,8,12H2,1H3/b4-2+",QSIWSPJKOPVWIU-DUXPYHPUSA-N,郁金
YJ-261,/,"(3R)-3-acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)-(6E)-6-heptene",/,356.1624,C21H24O5,,,其他,OC1=C(O)C=C(CC[C@@H](CC/C=C/C2=CC=C(O)C=C2)OC(C)=O)C=C1,"InChI=1S/C21H24O5/c1-15(22)26-19(12-8-17-9-13-20(24)21(25)14-17)5-3-2-4-16-6-10-18(23)11-7-16/h2,4,6-7,9-11,13-14,19,23-25H,3,5,8,12H2,1H3/b4-2+",QSIWSPJKOPVWIU-DUXPYHPUSA-N,郁金
YJ-262,/,"(3R)-3-acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxy-phenyl)heptanes)",/,358.178,C21H26O5,,,其他,OC1=C(O)C=C(CC[C@@H](CCCCC2=CC=C(O)C=C2)OC(C)=O)C=C1,"InChI=1S/C21H26O5/c1-15(22)26-19(12-8-17-9-13-20(24)21(25)14-17)5-3-2-4-16-6-10-18(23)11-7-16/h6-7,9-11,13-14,19,23-25H,2-5,8,12H2,1H3",FNZIZWQXFYAOOE-UHFFFAOYSA-N,郁金
YJ-263,/,"(3S)-3-acetoxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxy-phenyl)heptanes",/,358.178,C21H26O5,,,其他,OC1=C(O)C=C(CC[C@H](CCCCC2=CC=C(O)C=C2)OC(C)=O)C=C1,"InChI=1S/C21H26O5/c1-15(22)26-19(12-8-17-9-13-20(24)21(25)14-17)5-3-2-4-16-6-10-18(23)11-7-16/h6-7,9-11,13-14,19,23-25H,2-5,8,12H2,1H3",FNZIZWQXFYAOOE-UHFFFAOYSA-N,郁金
YJ-264,/,"1,7-Diphenyl-3-acetoxy-6(E)-heptene",/,356.1988,C22H28O4,,,其他,OC1=CC=C(CCCCC(CCC2=CC=CC=C2)OC(C)=O)C=C1OC,"InChI=1S/C22H28O4/c1-17(23)26-20(14-12-18-8-4-3-5-9-18)11-7-6-10-19-13-15-21(24)22(16-19)25-2/h3-5,8-9,13,15-16,20,24H,6-7,10-12,14H2,1-2H3",XQOPHPJKIDCUGI-UHFFFAOYSA-N,郁金
YJ-265,/,Calebin-A,336784-82-8,384.1209,C21H20O7,,,其他,COC1=CC(=C(OC)C=C1)C=CC(=O)COC(=O)C=CC1=CC(=C(OC)C=C1)O,"InChI=1S/C21H20O7/c1-25-17-9-5-15(6-10-18(17)26-2)7-12-20(23)13-8-16-4-3-14(11-19(16)27-3)21(24)28-12/h4-12,23H,13H2,1-2H3/b12-7+,16-4+",UYEWRTKHKAVRDI-ASVGJQBISA-N,郁金
YJ-266,环姜黄素,Cyclocurcumin,153127-42-5,368.126,C21H20O6,,,其他,OC(C=CC(C1CC(C=C(/C=C/C2=CC(OC)=C(O)C=C2)O1)=O)=C3)=C3OC,"InChI=1S/C21H20O6/c1-25-20-9-13(4-7-17(20)23)3-6-16-11-15(22)12-19(27-16)14-5-8-18(24)21(10-14)26-2/h3-11,19,23-24H,12H2,1-2H3/b6-3+",,郁金
YJ-267,/,"3-Hydroxy-1,7-bis-(4-hydroxyphenyl)-6-heptene-1,5-dione",/,326.1154,C19H18O5,,,其他,OC1=CC=C(C(CC(O)CC(/C=C/C2=CC=C(O)C=C2)=O)=O)C=C1,"InChI=1S/C19H18O5/c20-15-6-1-13(2-7-15)3-8-17(22)11-18(23)12-19(24)14-4-9-16(21)10-5-14/h1-10,18,20-21,23H,11-12H2/b8-3+",NEZCLOILSKYYSV-FPYGCLRLSA-N,郁金
YJ-268,/,"2,3,5-Trihydroxy-1-(3-methoxy-4-hydroxyphenyl)-7-(3,5-dime-thoxy-4-hydroxyphenyl)heptane",/,422.1941,C22H30O8,,,其他,OC(C=CC(CC(O)C(O)CC(O)CCC1=CC(OC)=C(O)C(OC)=C1)=C2)=C2OC,"InChI=1S/C22H30O8/c1-28-19-9-13(5-7-16(19)24)8-17(25)18(26)12-15(23)6-4-14-10-20(29-2)22(27)21(11-14)30-3/h5,7,9-11,15,17-18,23-27H,4,6,8,12H2,1-3H3",HSMKJRAINMXUBW-UHFFFAOYSA-N,郁金
YJ-269,八氢姜黄素,Octahydrocurcumin,36062-07-4,376.1886,C21H28O6,,,其他,COC1=C(C=CC(=C1)CCC(CC(CCC2=CC(=C(C=C2)O)OC)O)O)O,"InChI=1S/C21H28O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h5-6,9-12,16-17,22-25H,3-4,7-8,13H2,1-2H3",OELMAFBLFOKZJD-UHFFFAOYSA-N,郁金
YJ-270,/,"2,3,5-Trihydroxy-1-(4-hydroxyphenyl)-7-(3,5-dimethoxy-4-hydroxyphenyl)heptane",/,392.1835,C21H28O7,,,其他,OC1=CC=C(CC(O)C(O)CC(O)CCC2=CC(OC)=C(O)C(OC)=C2)C=C1,"InChI=1S/C21H28O7/c1-27-19-10-14(11-20(28-2)21(19)26)5-8-16(23)12-18(25)17(24)9-13-3-6-15(22)7-4-13/h3-4,6-7,10-11,16-18,22-26H,5,8-9,12H2,1-2H3",WOBNLPHUFKMGRW-UHFFFAOYSA-N,郁金
YJ-271,/,"(3'R,5'S)-3,5-dihydroxy-1-(4-hydroxy-3-methoxy-phenyl)-7-(3,4-dihydroxyphenyl)heptane",/,362.1729,C20H26O2,,,其他,OC(C=CC(CC[C@@H](O)C[C@@H](O)CCC1=CC=C(O)C(O)=C1)=C2)=C2OC,"InChI=1S/C20H26O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)12-15(21)6-2-13-4-8-17(23)19(25)10-13/h4-5,8-11,15-16,21-25H,2-3,6-7,12H2,1H3/t15-,16+/m0/s1",RIDWNCYOYKOUAC-JKSUJKDBSA-N,郁金
