编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,结构,smiles,inchi,inchikey,药材名称
DISU-033,"香叶木素-7-O (2'',6''-二-O-α-L-吡喃鼠李糖基)-β-D-吡喃葡萄糖苷","Diosmetin‑7‑O(2'',6''‑di‑O‑α‑L‑rhamnopyranosyl)‑β‑D‑glucopyranoside",211989-29-6,754.691,C34H42O19,,黄酮类,OC1=C(C(C=C(C2=CC=C(OC)C(O)=C2)O3)=O)C3=CC(O[C@H]4[C@H](O[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](O)[C@H](O)[C@@H](CO[C@H]6[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O6)O4)=C1,"InChI=1S/C34H42O19/c1-11-23(38)26(41)29(44)32(48-11)47-10-21-25(40)28(43)31(53-33-30(45)27(42)24(39)12(2)49-33)34(52-21)50-14-7-16(36)22-17(37)9-19(51-20(22)8-14)13-4-5-18(46-3)15(35)6-13/h4-9,11-12,21,23-36,38-45H,10H2,1-3H3/t11-,12-,21+,23-,24-,25+,26+,27+,28-,29+,30+,31+,32+,33-,34+/m0/s1",NLOYJTQYMYDUFN-BYWVGFEBSA-N,瞿麦
DISU-034,槲皮素3-O-芸香糖苷,Quercetin 3-O-rutinoside,949926-49-2,610.521,C27H30O16,,黄酮类,OC1=CC(O)=C(C(C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)O2)=C(C4=CC=C(O)C(O)=C4)O5)=O)C5=C1,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",IKGXIBQEEMLURG-NVPNHPEKSA-N,瞿麦
DISU-035,异鼠李素-3-O-葡萄糖苷,Isorhamnetin 3-O-glucoside,5041-82-7,478.406,C22H22O12,,黄酮类,OC1=CC(O)=C(C(C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)=C(C3=CC=C(O)C(OC)=C3)O4)=O)C4=C1,"InChI=1S/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3/t14-,16-,18+,19-,22+/m1/s1",CQLRUIIRRZYHHS-LFXZADKFSA-N,瞿麦
DISU-036,"槲皮素-3,7-二-O-鼠李糖苷",Quercetin‑3‑O‑rhamnoside 7‑O‑rhamnoside,28638-13-3,594.522,C27H30O15,,黄酮类,OC1=C(C(C(O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)=C(C3=CC=C(O)C(O)=C3)O4)=O)C4=CC(O[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)=C1,"InChI=1S/C27H30O15/c1-8-17(31)20(34)22(36)26(38-8)40-11-6-14(30)16-15(7-11)41-24(10-3-4-12(28)13(29)5-10)25(19(16)33)42-27-23(37)21(35)18(32)9(2)39-27/h3-9,17-18,20-23,26-32,34-37H,1-2H3/t8-,9-,17-,18-,20+,21+,22+,23+,26-,27-/m0/s1",GXLQUHPXGLZNGE-BJBZVNFPSA-N,瞿麦
DISU-037,,Kaempferol‑3‑O‑glucoside‑glucoside 7‑O‑rhamnoside,173740-43-7,756.663,C33H40O20,,黄酮类,OC1=C(C(C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)O2)=C(C4=CC=C(O)C=C4)O5)=O)C5=CC(O[C@H]6[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O6)=C1,"InChI=1S/C33H40O20/c1-10-19(37)23(41)27(45)32(48-10)49-13-6-14(36)18-15(7-13)50-29(11-2-4-12(35)5-3-11)30(22(18)40)53-33-28(46)25(43)21(39)17(52-33)9-47-31-26(44)24(42)20(38)16(8-34)51-31/h2-7,10,16-17,19-21,23-28,31-39,41-46H,8-9H2,1H3/t10-,16+,17+,19-,20+,21+,23+,24-,25-,26+,27+,28+,31+,32-,33-/m0/s1",QFSDWLPMRWDFID-CSNYLUTCSA-N,瞿麦
DISU-038,,Quercetin‑3‑O‑rhamnoside‑glucoside 7‑O‑rhamnoside,138989-37-4,756.663,C33H40O20,,黄酮类,OC1=C(C(C(O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@H](O)[C@@H](O)[C@H](C)O2)=C(C4=CC=C(O)C(O)=C4)O5)=O)C5=CC(O[C@H]6[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O6)=C1,"InChI=1S/C33H40O20/c1-9-19(38)23(42)26(45)31(47-9)49-12-6-15(37)18-16(7-12)50-28(11-3-4-13(35)14(36)5-11)29(22(18)41)52-33-30(25(44)20(39)10(2)48-33)53-32-27(46)24(43)21(40)17(8-34)51-32/h3-7,9-10,17,19-21,23-27,30-40,42-46H,8H2,1-2H3/t9-,10-,17+,19-,20-,21+,23+,24-,25+,26+,27+,30+,31-,32-,33-/m0/s1",PRAMLMJWCYDPOF-PETAPGENSA-N,瞿麦
DISU-039,木犀草素,Luteolin,491-70-3,286.239,C15H10O6,,黄酮类,OC1=CC(O)=C(C(C=C(C2=CC(O)=C(O)C=C2)O3)=O)C3=C1,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,瞿麦
DISU-040," 3,5,7-三羟基-3',5'-二甲氧基黄酮","3,5,7‑Trihydroxy‑3',5'‑dimethoxylflavone",62008-19-9,330.292,C17H14O7,,黄酮类,OC1=CC(O)=C(C(C(O)=C(C2=CC(OC)=CC(OC)=C2)O3)=O)C3=C1,"InChI=1S/C17H14O7/c1-22-10-3-8(4-11(7-10)23-2)17-16(21)15(20)14-12(19)5-9(18)6-13(14)24-17/h3-7,18-19,21H,1-2H3",HEJAFZFLVQINJF-UHFFFAOYSA-N,瞿麦
DISU-041,山奈酚,Kaempferol,520-18-3,286.239,C15H10O6,,黄酮类,OC1=CC(O)=C(C(C(O)=C(C2=CC=C(O)C=C2)O3)=O)C3=C1,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",IYRMWMYZSQPJKC-UHFFFAOYSA-N,瞿麦
DISU-042,槲皮苷,Quercetrin,117-39-5,302.238,C15H10O7,,黄酮类,OC1=CC(O)=C(C(C(O)=C(C2=CC=C(O)C(O)=C2)O3)=O)C3=C1,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N,瞿麦
DISU-043,苜蓿素,Tricin,520-32-1,330.292,C17H14O7,,黄酮类,OC1=CC(O)=C(C(C=C(C2=CC(OC)=C(O)C(OC)=C2)O3)=O)C3=C1,"InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)17(14)21)12-7-11(20)16-10(19)5-9(18)6-13(16)24-12/h3-7,18-19,21H,1-2H3",HRGUSFBJBOKSML-UHFFFAOYSA-N,瞿麦
DISU-044,香叶木素,Diosmetin,520-34-3,300.266,C16H12O6,,黄酮类,OC1=CC(O)=C(C(C=C(C2=CC(O)=C(OC)C=C2)O3)=O)C3=C1,"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",MBNGWHIJMBWFHU-UHFFFAOYSA-N,瞿麦
DISU-045,"5-羟基-7,3',4'-三甲氧基二氢黄酮","5‑Hydroxy‑7,3',4'‑trimethoxydihydroflavone",29080-58-8,330.336,C18H18O6,,黄酮类,OC1=C(C(CC(C2=CC=C(OC)C(OC)=C2)O3)=O)C3=CC(OC)=C1,"InChI=1S/C18H18O6/c1-21-11-7-12(19)18-13(20)9-15(24-17(18)8-11)10-4-5-14(22-2)16(6-10)23-3/h4-8,15,19H,9H2,1-3H3",MRFOCZPULZWYTJ-UHFFFAOYSA-N,瞿麦
DISU-046,,Dianthin A,219808-29-4,665.748,C33H43N7O8,,氨基酸,O=C([C@@H](CC(N)=O)NC([C@@H](CC1=CC=C(O)C=C1)NC([C@@H](C)N2)=O)=O)N[C@H](CC3=CC=CC=C3)C(NCC(N[C@H](CC(C)C)C2=O)=O)=O,"InChI=1S/C33H43N7O8/c1-18(2)13-23-31(46)36-19(3)29(44)38-25(15-21-9-11-22(41)12-10-21)32(47)40-26(16-27(34)42)33(48)39-24(14-20-7-5-4-6-8-20)30(45)35-17-28(43)37-23/h4-12,18-19,23-26,41H,13-17H2,1-3H3,(H2,34,42)(H,35,45)(H,36,46)(H,37,43)(H,38,44)(H,39,48)(H,40,47)/t19-,23-,24-,25-,26-/m1/s1",WBVXMGDUMBMSJF-LFCPLDRDSA-N,瞿麦
DISU-047,,Dianthin B,219808-31-8,658.8,C36H46N6O6,,氨基酸,O=C(N[C@H](CC1=CC=CC=C1)C(N[C@H](CC2=CC=CC=C2)C3=O)=O)[C@]([C@@H](C)CC)([H])NC([C@](CCC4)([H])N4C(CNC([C@]5([H])N3CCC5)=O)=O)=O,"InChI=1S/C36H46N6O6/c1-3-23(2)31-35(47)38-26(20-24-12-6-4-7-13-24)32(44)39-27(21-25-14-8-5-9-15-25)36(48)42-19-11-16-28(42)33(45)37-22-30(43)41-18-10-17-29(41)34(46)40-31/h4-9,12-15,23,26-29,31H,3,10-11,16-22H2,1-2H3,(H,37,45)(H,38,47)(H,39,44)(H,40,46)/t23-,26+,27+,28+,29+,31+/m0/s1",BGIIBDKAZHSXJX-UAPXYYAFSA-N,瞿麦
DISU-048,,Dianthin C,138773-71-4,646.789,C35H46N6O6,,氨基酸,O=C(C(C)NC(C(CCC1)N1C2=O)=O)NC(C(CC)C)C(NC(C)C(NC(CC3=CC=CC=C3)C(NC2CC4=CC=CC=C4)=O)=O)=O,"InChI=1S/C35H46N6O6/c1-5-21(2)29-34(46)37-22(3)30(42)38-26(19-24-13-8-6-9-14-24)32(44)39-27(20-25-15-10-7-11-16-25)35(47)41-18-12-17-28(41)33(45)36-23(4)31(43)40-29/h6-11,13-16,21-23,26-29H,5,12,17-20H2,1-4H3,(H,36,45)(H,37,46)(H,38,42)(H,39,44)(H,40,43)",LXKKIVMNFDMLOV-UHFFFAOYSA-N,瞿麦
DISU-049,,Dianthin D,763932-79-2,710.873,C37H54N6O8,,氨基酸,O=C([C@]1([H])N(C([C@@H](CC(C)C)N2)=O)CCC1)N3[C@](C(N[C@](C(N[C@H](CC4=CC=CC=C4)C(NCC(N[C@@H](C2=O)CO)=O)=O)=O)([H])[C@H](C)CC)=O)([H])CCC3,"InChI=1S/C36H53N7O8/c1-5-22(4)30-34(49)39-24(18-23-11-7-6-8-12-23)31(46)37-19-29(45)38-26(20-44)32(47)40-25(17-21(2)3)35(50)43-16-10-14-28(43)36(51)42-15-9-13-27(42)33(48)41-30/h6-8,11-12,21-22,24-28,30,44H,5,9-10,13-20H2,1-4H3,(H,37,46)(H,38,45)(H,39,49)(H,40,47)(H,41,48)/t22-,24-,25-,26-,27-,28-,30-/m1/s1",WDMPLDBBPHPZPY-CPRCTXBVSA-N,瞿麦
DISU-050,,Dianthin E,1627562-44-0,598.745, C31H46N6O6,,氨基酸,O=C([C@H](CO)NC([C@H](CC1=CC=CC=C1)N2)=O)N[C@@H]([C@H](C)CC)C(N3[C@@H](CCC3)C(NCC(N[C@H](C(C)C)C2=O)=O)=O)=O,"InChI=1S/C30H44N6O7/c1-5-18(4)25-30(43)36-13-9-12-22(36)28(41)31-15-23(38)34-24(17(2)3)29(42)32-20(14-19-10-7-6-8-11-19)26(39)33-21(16-37)27(40)35-25/h6-8,10-11,17-18,20-22,24-25,37H,5,9,12-16H2,1-4H3,(H,31,41)(H,32,42)(H,33,39)(H,34,38)(H,35,40)/t18-,20+,21+,22+,24-,25+/m1/s1",NHNDCMROOPKDNF-MUOFFRQRSA-N,瞿麦
DISU-051,,DianthinF,147527-19-3,547.656,C30H37N5O5,,氨基酸,O=C(NCC(N[C@H](C(N[C@@H](C(C)C)C(N[C@H]1CC2=CC=CC=C2)=O)=O)CC3=CC=CC=C3)=O)[C@@H]4CCCN4C1=O,"InChI=1S/C30H37N5O5/c1-19(2)26-29(39)33-23(17-21-12-7-4-8-13-21)30(40)35-15-9-14-24(35)28(38)31-18-25(36)32-22(27(37)34-26)16-20-10-5-3-6-11-20/h3-8,10-13,19,22-24,26H,9,14-18H2,1-2H3,(H,31,38)(H,32,36)(H,33,39)(H,34,37)/t22-,23-,24-,26-/m0/s1",PDNKJYMGQZYDRS-IGRGDXOOSA-N,瞿麦
DISU-052,,Dianthin G,1627707-82-7,612.772,C32H48N6O6,,氨基酸,O=C(N[C@H](C(N1)=O)CC2=CC=CC=C2)[C@@H](NC([C@@H](NC([C@@H](NC([C@H](CC3)CN3C1=O)=O)CC(C)C)=O)C(C)C)=O)CC(C)C,"InChI=1S/C32H48N6O6/c1-18(2)14-23-28(40)34-25(16-21-10-8-7-9-11-21)30(42)37-32(44)38-13-12-22(17-38)27(39)33-24(15-19(3)4)29(41)36-26(20(5)6)31(43)35-23/h7-11,18-20,22-26H,12-17H2,1-6H3,(H,33,39)(H,34,40)(H,35,43)(H,36,41)(H,37,42,44)/t22-,23+,24+,25+,26+/m1/s1",KXAZKVOKDXHUAA-RXBPMRIASA-N,瞿麦
DISU-053,,Dianthin H,\,612.772,C32H48N6O6,,氨基酸,O=C(N[C@H](C1=O)CC2=CC=CC=C2)[C@@H](NC([C@@H](NC([C@@H](NC(C3CCCN3C(CN1)=O)=O)C(C)C)=O)C(C)C)=O)[C@H](C)CC,"InChI=1S/C32H48N6O6/c1-7-20(6)27-32(44)34-22(16-21-12-9-8-10-13-21)28(40)33-17-24(39)38-15-11-14-23(38)29(41)35-25(18(2)3)30(42)36-26(19(4)5)31(43)37-27/h8-10,12-13,18-20,22-23,25-27H,7,11,14-17H2,1-6H3,(H,33,40)(H,34,44)(H,35,41)(H,36,42)(H,37,43)/t20-,22+,23?,25+,26+,27+/m1/s1",ARVSGNJIIBAKBK-XXOFDCCESA-N,瞿麦
